tiling,unrolling,vectorize,omp,num_omp,ExecTime
16,5,1,1,3,0.0400492
32,5,1,1,3,0.0422163
64,5,1,1,3,0.0422046
128,5,1,1,3,0.0568143
256,5,1,1,3,0.0537592
512,5,1,1,3,0.0792216
1,6,1,1,3,0.0319077
2,6,1,1,3,0.046137
3,6,1,1,3,0.0786302
4,6,1,1,3,0.0716428
5,6,1,1,3,0.0676834
7,6,1,1,3,0.0369158
8,6,1,1,3,0.0397818
16,6,1,1,3,0.0395979
32,6,1,1,3,0.0384804
64,6,1,1,3,0.0376193
128,6,1,1,3,0.0488971
256,6,1,1,3,0.0489532
512,6,1,1,3,0.0757616
1,7,1,1,3,0.0259745
2,7,1,1,3,0.0459074
3,7,1,1,3,0.0797687
4,7,1,1,3,0.0712978
5,7,1,1,3,0.0684759
7,7,1,1,3,0.0346771
8,7,1,1,3,0.0400434
16,7,1,1,3,0.0373324
32,7,1,1,3,0.038277
64,7,1,1,3,0.0364621
128,7,1,1,3,0.0461223
256,7,1,1,3,0.044226
512,7,1,1,3,0.0579653
1,8,1,1,3,0.0269974
2,8,1,1,3,0.046069
3,8,1,1,3,0.0785721
4,8,1,1,3,0.0717132
5,8,1,1,3,0.0685854
7,8,1,1,3,0.0634488
8,8,1,1,3,0.0344488
16,8,1,1,3,0.0342044
32,8,1,1,3,0.0353266
64,8,1,1,3,0.0297698
128,8,1,1,3,0.0456268
256,8,1,1,3,0.0451922
512,8,1,1,3,0.0626893
1,16,1,1,3,0.0261363
2,16,1,1,3,0.0463446
3,16,1,1,3,0.0791196
4,16,1,1,3,0.0721775
5,16,1,1,3,0.0683271
7,16,1,1,3,0.0633671
8,16,1,1,3,0.0624567
16,16,1,1,3,0.0285724
32,16,1,1,3,0.0283186
64,16,1,1,3,0.0265606
128,16,1,1,3,0.0334716
256,16,1,1,3,0.0322112
512,16,1,1,3,0.0565475
1,31,1,1,3,0.0330168
2,31,1,1,3,0.0461378
3,31,1,1,3,0.0787899
4,31,1,1,3,0.0779259
5,31,1,1,3,0.0687346
7,31,1,1,3,0.0638391
8,31,1,1,3,0.0625172
16,31,1,1,3,0.0606014
32,31,1,1,3,0.0364688
64,31,1,1,3,0.036674
128,31,1,1,3,0.0452376
256,31,1,1,3,0.0457362
512,31,1,1,3,0.0791246
1,1,0,1,4,0.023215
2,1,0,1,4,0.0357774
3,1,0,1,4,0.0976839
4,1,0,1,4,0.0984978
5,1,0,1,4,0.0979444
7,1,0,1,4,0.0978194
8,1,0,1,4,0.0982609
16,1,0,1,4,0.0995902
32,1,0,1,4,0.100108
64,1,0,1,4,0.0993376
128,1,0,1,4,0.10051
256,1,0,1,4,0.0691242
512,1,0,1,4,0.0758018
1,2,0,1,4,0.0224607
2,2,0,1,4,0.0330908
3,2,0,1,4,0.0502828
4,2,0,1,4,0.0387349
5,2,0,1,4,0.0424337
7,2,0,1,4,0.0405815
8,2,0,1,4,0.0379125
16,2,0,1,4,0.036841
32,2,0,1,4,0.037256
64,2,0,1,4,0.0373304
128,2,0,1,4,0.0374566
256,2,0,1,4,0.0699122
512,2,0,1,4,0.080544
1,3,0,1,4,0.0203152
2,3,0,1,4,0.0360557
3,3,0,1,4,0.0352274
4,3,0,1,4,0.0448866
5,3,0,1,4,0.0448059
7,3,0,1,4,0.0365243
8,3,0,1,4,0.0432881
16,3,0,1,4,0.0331128
32,3,0,1,4,0.0339791
64,3,0,1,4,0.032693
128,3,0,1,4,0.0326014
256,3,0,1,4,0.060927
512,3,0,1,4,0.0720386
1,4,0,1,4,0.0271734
2,4,0,1,4,0.035621
3,4,0,1,4,0.0979467
4,4,0,1,4,0.0379494
5,4,0,1,4,0.0378126
7,4,0,1,4,0.0475239
8,4,0,1,4,0.03751
16,4,0,1,4,0.0368949
32,4,0,1,4,0.038078
64,4,0,1,4,0.0370625
128,4,0,1,4,0.0371186
256,4,0,1,4,0.0692094
512,4,0,1,4,0.0981183
1,5,0,1,4,0.0212615
2,5,0,1,4,0.0355523
3,5,0,1,4,0.0970539
4,5,0,1,4,0.0985815
5,5,0,1,4,0.0307408
7,5,0,1,4,0.0393198
8,5,0,1,4,0.0456971
16,5,0,1,4,0.0304574
32,5,0,1,4,0.0316726
64,5,0,1,4,0.0315728
128,5,0,1,4,0.0308138
256,5,0,1,4,0.053169
512,5,0,1,4,0.0784638
1,6,0,1,4,0.02119
2,6,0,1,4,0.0363162
3,6,0,1,4,0.0979058
4,6,0,1,4,0.0992516
5,6,0,1,4,0.0969562
7,6,0,1,4,0.0336724
8,6,0,1,4,0.0395567
16,6,0,1,4,0.0384873
32,6,0,1,4,0.0318842
64,6,0,1,4,0.0317446
128,6,0,1,4,0.0307346
256,6,0,1,4,0.0580784
512,6,0,1,4,0.0757003
1,7,0,1,4,0.0200706
2,7,0,1,4,0.0362518
3,7,0,1,4,0.0969234
4,7,0,1,4,0.0982452
5,7,0,1,4,0.099813
7,7,0,1,4,0.030438
8,7,0,1,4,0.0334416
16,7,0,1,4,0.0328976
32,7,0,1,4,0.0319928
64,7,0,1,4,0.0292834
128,7,0,1,4,0.0290859
256,7,0,1,4,0.0543034
512,7,0,1,4,0.0716366
1,8,0,1,4,0.0209284
2,8,0,1,4,0.0360929
3,8,0,1,4,0.0966036
4,8,0,1,4,0.0983991
5,8,0,1,4,0.0986892
7,8,0,1,4,0.0974202
8,8,0,1,4,0.028132
16,8,0,1,4,0.028328
32,8,0,1,4,0.0278669
64,8,0,1,4,0.0280494
128,8,0,1,4,0.0281052
256,8,0,1,4,0.0523884
512,8,0,1,4,0.0736073
1,16,0,1,4,0.0199371
2,16,0,1,4,0.0363454
3,16,0,1,4,0.0963794
4,16,0,1,4,0.0987478
5,16,0,1,4,0.0984009
7,16,0,1,4,0.0985552
8,16,0,1,4,0.0987349
16,16,0,1,4,0.0259973
32,16,0,1,4,0.0259786
64,16,0,1,4,0.0259721
128,16,0,1,4,0.0260032
256,16,0,1,4,0.0483002
512,16,0,1,4,0.0567784
1,31,0,1,4,0.0234212
2,31,0,1,4,0.0355472
3,31,0,1,4,0.0976356
4,31,0,1,4,0.0978766
5,31,0,1,4,0.0983606
7,31,0,1,4,0.0974567
8,31,0,1,4,0.10212
16,31,0,1,4,0.099757
32,31,0,1,4,0.0311209
64,31,0,1,4,0.0310366
128,31,0,1,4,0.0318146
256,31,0,1,4,0.0572841
512,31,0,1,4,0.0793316
1,1,1,1,4,0.0213714
2,1,1,1,4,0.0359596
3,1,1,1,4,0.0607644
4,1,1,1,4,0.0560428
5,1,1,1,4,0.0514992
7,1,1,1,4,0.0487376
8,1,1,1,4,0.0483316
16,1,1,1,4,0.0453725
32,1,1,1,4,0.043562
64,1,1,1,4,0.0443868
128,1,1,1,4,0.0424873
256,1,1,1,4,0.0692424
512,1,1,1,4,0.0760632
1,2,1,1,4,0.0221724
2,2,1,1,4,0.0214572
3,2,1,1,4,0.0403204
4,2,1,1,4,0.032297
5,2,1,1,4,0.0317974
7,2,1,1,4,0.030937
8,2,1,1,4,0.0293371
16,2,1,1,4,0.0285312
32,2,1,1,4,0.028866
64,2,1,1,4,0.0285171
128,2,1,1,4,0.0280782
256,2,1,1,4,0.0525526
512,2,1,1,4,0.0805362
1,3,1,1,4,0.0204988
2,3,1,1,4,0.0357778
3,3,1,1,4,0.0292822
4,3,1,1,4,0.0345394
5,3,1,1,4,0.0336933
7,3,1,1,4,0.0288134
8,3,1,1,4,0.0320701
16,3,1,1,4,0.0281741
32,3,1,1,4,0.0297402
64,3,1,1,4,0.0271862
128,3,1,1,4,0.0292182
256,3,1,1,4,0.049481
512,3,1,1,4,0.0682895
1,4,1,1,4,0.026946
2,4,1,1,4,0.0372065
3,4,1,1,4,0.0608902
4,4,1,1,4,0.0407048
5,4,1,1,4,0.0313754
7,4,1,1,4,0.0360686
8,4,1,1,4,0.037205
16,4,1,1,4,0.0384082
32,4,1,1,4,0.0368388
64,4,1,1,4,0.0397706
128,4,1,1,4,0.039264
256,4,1,1,4,0.0693416
512,4,1,1,4,0.0544678
1,5,1,1,4,0.0216358
2,5,1,1,4,0.0414606
3,5,1,1,4,0.0610462
4,5,1,1,4,0.0558669
5,5,1,1,4,0.0318146
7,5,1,1,4,0.0323161
8,5,1,1,4,0.0347836
16,5,1,1,4,0.029706
32,5,1,1,4,0.029327
64,5,1,1,4,0.0292956
128,5,1,1,4,0.0291422
256,5,1,1,4,0.0531804
512,5,1,1,4,0.0792442
1,6,1,1,4,0.0211959
2,6,1,1,4,0.0358296
3,6,1,1,4,0.0610866
4,6,1,1,4,0.0558325
5,6,1,1,4,0.0514628
7,6,1,1,4,0.0291068
8,6,1,1,4,0.0308988
16,6,1,1,4,0.0296377
32,6,1,1,4,0.0270982
64,6,1,1,4,0.026895
128,6,1,1,4,0.0266866
256,6,1,1,4,0.0491046
512,6,1,1,4,0.0541116
1,7,1,1,4,0.019517
2,7,1,1,4,0.0359382
3,7,1,1,4,0.0610056
4,7,1,1,4,0.0560274
5,7,1,1,4,0.0514258
7,7,1,1,4,0.0268151
8,7,1,1,4,0.0310675
16,7,1,1,4,0.0280538
32,7,1,1,4,0.0262892
64,7,1,1,4,0.0251982
128,7,1,1,4,0.024577
256,7,1,1,4,0.0442896
512,7,1,1,4,0.0706942
1,8,1,1,4,0.0210851
2,8,1,1,4,0.0362638
3,8,1,1,4,0.0605446
4,8,1,1,4,0.0563528
5,8,1,1,4,0.0524805
7,8,1,1,4,0.0494022
8,8,1,1,4,0.0269152
16,8,1,1,4,0.025336
32,8,1,1,4,0.0247436
64,8,1,1,4,0.0244483
128,8,1,1,4,0.0241059
256,8,1,1,4,0.045308
512,8,1,1,4,0.059412
1,16,1,1,4,0.0195476
2,16,1,1,4,0.0363458
3,16,1,1,4,0.061242
4,16,1,1,4,0.0593893
5,16,1,1,4,0.0521937
7,16,1,1,4,0.048937
8,16,1,1,4,0.0489371
16,16,1,1,4,0.0217574
32,16,1,1,4,0.0198774
64,16,1,1,4,0.0184603
128,16,1,1,4,0.0181537
256,16,1,1,4,0.0327058
512,16,1,1,4,0.0566794
1,31,1,1,4,0.0229478
2,31,1,1,4,0.0356162
3,31,1,1,4,0.0611824
4,31,1,1,4,0.056326
5,31,1,1,4,0.051737
7,31,1,1,4,0.0494342
8,31,1,1,4,0.0484329
16,31,1,1,4,0.0485434
32,31,1,1,4,0.026489
64,31,1,1,4,0.024571
128,31,1,1,4,0.02439
256,31,1,1,4,0.044469
512,31,1,1,4,0.079361
1,1,0,1,6,0.0150326
2,1,0,1,6,0.0253938
3,1,0,1,6,0.0700814
4,1,0,1,6,0.0692925
5,1,0,1,6,0.070267
7,1,0,1,6,0.0695943
8,1,0,1,6,0.0722529
16,1,0,1,6,0.0783474
32,1,0,1,6,0.0778186
64,1,0,1,6,0.0993319
128,1,0,1,6,0.0998168
256,1,0,1,6,0.0688438
512,1,0,1,6,0.0759916
1,2,0,1,6,0.0156394
2,2,0,1,6,0.0233172
3,2,0,1,6,0.0352098
4,2,0,1,6,0.0266716
5,2,0,1,6,0.0309893
7,2,0,1,6,0.028712
8,2,0,1,6,0.0269062
16,2,0,1,6,0.0291785
32,2,0,1,6,0.028729
64,2,0,1,6,0.0369246
128,2,0,1,6,0.037616
256,2,0,1,6,0.0689718
512,2,0,1,6,0.0805529
1,3,0,1,6,0.0143328
2,3,0,1,6,0.0252972
3,3,0,1,6,0.0245734
4,3,0,1,6,0.0292624
5,3,0,1,6,0.0339594
7,3,0,1,6,0.0254484
8,3,0,1,6,0.0306002
16,3,0,1,6,0.0272751
32,3,0,1,6,0.0263899
64,3,0,1,6,0.0329328
128,3,0,1,6,0.0324566
256,3,0,1,6,0.0603166
512,3,0,1,6,0.0721712
1,4,0,1,6,0.0187137
2,4,0,1,6,0.025494
3,4,0,1,6,0.0691917
4,4,0,1,6,0.0261806
5,4,0,1,6,0.0267974
7,4,0,1,6,0.0338581
8,4,0,1,6,0.0268094
16,4,0,1,6,0.0292682
32,4,0,1,6,0.0286176
64,4,0,1,6,0.037446
128,4,0,1,6,0.0372284
256,4,0,1,6,0.0702092
512,4,0,1,6,0.0984542
1,5,0,1,6,0.0153864
2,5,0,1,6,0.0252164
3,5,0,1,6,0.0699019
4,5,0,1,6,0.0694954
5,5,0,1,6,0.022016
7,5,0,1,6,0.0275784
8,5,0,1,6,0.0334064
16,5,0,1,6,0.02419
32,5,0,1,6,0.024487
64,5,0,1,6,0.0323743
128,5,0,1,6,0.0313746
256,5,0,1,6,0.0582112
512,5,0,1,6,0.0784888
1,6,0,1,6,0.015213
2,6,0,1,6,0.0256516
3,6,0,1,6,0.072617
4,6,0,1,6,0.0697208
5,6,0,1,6,0.0713279
7,6,0,1,6,0.023533
8,6,0,1,6,0.0287843
16,6,0,1,6,0.0298554
32,6,0,1,6,0.0249684
64,6,0,1,6,0.0319572
128,6,0,1,6,0.0314086
256,6,0,1,6,0.0576852
512,6,0,1,6,0.0756019
1,7,0,1,6,0.014198
2,7,0,1,6,0.025507
3,7,0,1,6,0.0694222
4,7,0,1,6,0.0698934
5,7,0,1,6,0.0712492
7,7,0,1,6,0.0202707
8,7,0,1,6,0.0244411
16,7,0,1,6,0.0257821
32,7,0,1,6,0.0253764
64,7,0,1,6,0.0295313
128,7,0,1,6,0.0290277
256,7,0,1,6,0.054087
512,7,0,1,6,0.0579998
1,8,0,1,6,0.0152926
2,8,0,1,6,0.0254338
3,8,0,1,6,0.0696558
4,8,0,1,6,0.0696031
5,8,0,1,6,0.0710302
7,8,0,1,6,0.0703326
8,8,0,1,6,0.0233369
16,8,0,1,6,0.0219735
32,8,0,1,6,0.0242123
64,8,0,1,6,0.0279006
128,8,0,1,6,0.02993
256,8,0,1,6,0.0523835
512,8,0,1,6,0.0762165
1,16,0,1,6,0.0165875
2,16,0,1,6,0.025673
3,16,0,1,6,0.070911
4,16,0,1,6,0.071834
5,16,0,1,6,0.0705746
7,16,0,1,6,0.0697602
8,16,0,1,6,0.0729632
16,16,0,1,6,0.021319
32,16,0,1,6,0.0204379
64,16,0,1,6,0.0261183
128,16,0,1,6,0.0259556
256,16,0,1,6,0.0484342
512,16,0,1,6,0.0566438
1,31,0,1,6,0.0181006
2,31,0,1,6,0.0250232
3,31,0,1,6,0.0701736
4,31,0,1,6,0.0696784
5,31,0,1,6,0.071372
7,31,0,1,6,0.0695167
8,31,0,1,6,0.0726475
16,31,0,1,6,0.0785378
32,31,0,1,6,0.0246016
64,31,0,1,6,0.0318302
128,31,0,1,6,0.0313615
256,31,0,1,6,0.0579139
512,31,0,1,6,0.0796978
1,1,1,1,6,0.0149742
2,1,1,1,6,0.0252716
3,1,1,1,6,0.0431022
4,1,1,1,6,0.0390282
5,1,1,1,6,0.0373791
7,1,1,1,6,0.0345975
8,1,1,1,6,0.035418
16,1,1,1,6,0.0352944
32,1,1,1,6,0.033717
64,1,1,1,6,0.0443244
128,1,1,1,6,0.0425896
256,1,1,1,6,0.0694326
512,1,1,1,6,0.0760426
1,2,1,1,6,0.0156908
2,2,1,1,6,0.0151848
3,2,1,1,6,0.0269856
4,2,1,1,6,0.021262
5,2,1,1,6,0.0232726
7,2,1,1,6,0.022012
8,2,1,1,6,0.0211113
16,2,1,1,6,0.0222386
32,2,1,1,6,0.0222851
64,2,1,1,6,0.0287674
128,2,1,1,6,0.0284872
256,2,1,1,6,0.0527393
512,2,1,1,6,0.0796358
1,3,1,1,6,0.014413
2,3,1,1,6,0.0256654
3,3,1,1,6,0.0204737
4,3,1,1,6,0.0239422
5,3,1,1,6,0.0243359
7,3,1,1,6,0.0200522
8,3,1,1,6,0.0236523
16,3,1,1,6,0.0220587
32,3,1,1,6,0.0215971
64,3,1,1,6,0.0270212
128,3,1,1,6,0.0271118
256,3,1,1,6,0.0503682
512,3,1,1,6,0.0720762
1,4,1,1,6,0.018541
2,4,1,1,6,0.0254968
3,4,1,1,6,0.0431254
4,4,1,1,6,0.0260704
5,4,1,1,6,0.0223666
7,4,1,1,6,0.0237625
8,4,1,1,6,0.026568
16,4,1,1,6,0.0286555
32,4,1,1,6,0.0283508
64,4,1,1,6,0.036463
128,4,1,1,6,0.0370592
256,4,1,1,6,0.069825
512,4,1,1,6,0.0981884
1,5,1,1,6,0.0151698
2,5,1,1,6,0.025318
3,5,1,1,6,0.042817
4,5,1,1,6,0.039336
5,5,1,1,6,0.0224816
7,5,1,1,6,0.0225196
8,5,1,1,6,0.0253485
16,5,1,1,6,0.0237004
32,5,1,1,6,0.0230399
64,5,1,1,6,0.0289984
128,5,1,1,6,0.0291183
256,5,1,1,6,0.0532576
512,5,1,1,6,0.0793328
1,6,1,1,6,0.0149052
2,6,1,1,6,0.0255962
3,6,1,1,6,0.0434042
4,6,1,1,6,0.0391374
5,6,1,1,6,0.0372529
7,6,1,1,6,0.0204212
8,6,1,1,6,0.022548
16,6,1,1,6,0.0231642
32,6,1,1,6,0.0209189
64,6,1,1,6,0.026671
128,6,1,1,6,0.0263258
256,6,1,1,6,0.0493159
512,6,1,1,6,0.075791
1,7,1,1,6,0.0143292
2,7,1,1,6,0.025513
3,7,1,1,6,0.0430273
4,7,1,1,6,0.0389998
5,7,1,1,6,0.0370092
7,7,1,1,6,0.0191882
8,7,1,1,6,0.022533
16,7,1,1,6,0.0189288
32,7,1,1,6,0.0203682
64,7,1,1,6,0.0251178
128,7,1,1,6,0.0248339
256,7,1,1,6,0.0438297
512,7,1,1,6,0.0717945
1,8,1,1,6,0.0152782
2,8,1,1,6,0.0251164
3,8,1,1,6,0.0431744
4,8,1,1,6,0.0389774
5,8,1,1,6,0.0370268
7,8,1,1,6,0.0344236
8,8,1,1,6,0.019392
16,8,1,1,6,0.0200716
32,8,1,1,6,0.0193902
64,8,1,1,6,0.0244454
128,8,1,1,6,0.0248396
256,8,1,1,6,0.0457642
512,8,1,1,6,0.0737726
1,16,1,1,6,0.0155487
2,16,1,1,6,0.0255676
3,16,1,1,6,0.043106
4,16,1,1,6,0.0390168
5,16,1,1,6,0.0371311
7,16,1,1,6,0.0351418
8,16,1,1,6,0.0358178
16,16,1,1,6,0.0173702
32,16,1,1,6,0.0154593
64,16,1,1,6,0.0188507
128,16,1,1,6,0.0189119
256,16,1,1,6,0.0328848
512,16,1,1,6,0.0568461
1,31,1,1,6,0.0179998
2,31,1,1,6,0.0258104
3,31,1,1,6,0.0447387
4,31,1,1,6,0.0393326
5,31,1,1,6,0.037514
7,31,1,1,6,0.0349254
8,31,1,1,6,0.0355147
16,31,1,1,6,0.0357022
32,31,1,1,6,0.0198892
64,31,1,1,6,0.024812
128,31,1,1,6,0.0245864
256,31,1,1,6,0.0464538
512,31,1,1,6,0.0794852
1,1,0,1,8,0.0115546
2,1,0,1,8,0.0200316
3,1,0,1,8,0.0547922
4,1,0,1,8,0.055246
5,1,0,1,8,0.0561568
7,1,0,1,8,0.0544368
8,1,0,1,8,0.0551082
16,1,0,1,8,0.0556829
32,1,0,1,8,0.0555566
64,1,0,1,8,0.0557506
128,1,0,1,8,0.107597
256,1,0,1,8,0.0692394
512,1,0,1,8,0.0760335
1,2,0,1,8,0.0122244
2,2,0,1,8,0.0181279
3,2,0,1,8,0.0276778
4,2,0,1,8,0.0207594
5,2,0,1,8,0.0245666
7,2,0,1,8,0.0223492
8,2,0,1,8,0.0205597
16,2,0,1,8,0.0203789
32,2,0,1,8,0.0205452
64,2,0,1,8,0.020466
128,2,0,1,8,0.0380616
256,2,0,1,8,0.0697265
512,2,0,1,8,0.08066
1,3,0,1,8,0.0110969
2,3,0,1,8,0.0199754
3,3,0,1,8,0.0192204
4,3,0,1,8,0.024487
5,3,0,1,8,0.0269224
7,3,0,1,8,0.0198329
8,3,0,1,8,0.0233974
16,3,0,1,8,0.0190876
32,3,0,1,8,0.0187162
64,3,0,1,8,0.0181067
128,3,0,1,8,0.0328995
256,3,0,1,8,0.0605661
512,3,0,1,8,0.0724006
1,4,0,1,8,0.0144824
2,4,0,1,8,0.0200452
3,4,0,1,8,0.0545007
4,4,0,1,8,0.0202928
5,4,0,1,8,0.0213888
7,4,0,1,8,0.026267
8,4,0,1,8,0.0202138
16,4,0,1,8,0.0201586
32,4,0,1,8,0.0200766
64,4,0,1,8,0.0199762
128,4,0,1,8,0.0398404
256,4,0,1,8,0.0635362
512,4,0,1,8,0.0510828
1,5,0,1,8,0.011984
2,5,0,1,8,0.0220196
3,5,0,1,8,0.0545234
4,5,0,1,8,0.0554599
5,5,0,1,8,0.017345
7,5,0,1,8,0.0230826
8,5,0,1,8,0.0252341
16,5,0,1,8,0.0184533
32,5,0,1,8,0.0172526
64,5,0,1,8,0.0174294
128,5,0,1,8,0.0337016
256,5,0,1,8,0.0549734
512,5,0,1,8,0.0539914
1,6,0,1,8,0.0122481
2,6,0,1,8,0.0215744
3,6,0,1,8,0.0544956
4,6,0,1,8,0.0553281
5,6,0,1,8,0.056559
7,6,0,1,8,0.0185436
8,6,0,1,8,0.0218377
16,6,0,1,8,0.0211627
32,6,0,1,8,0.0175281
64,6,0,1,8,0.0166794
128,6,0,1,8,0.0314055
256,6,0,1,8,0.0577278
512,6,0,1,8,0.0623838
1,7,0,1,8,0.011199
2,7,0,1,8,0.0200369
3,7,0,1,8,0.0545172
4,7,0,1,8,0.0552332
5,7,0,1,8,0.0566281
7,7,0,1,8,0.0156222
8,7,0,1,8,0.0183168
16,7,0,1,8,0.0180924
32,7,0,1,8,0.0176702
64,7,0,1,8,0.016064
128,7,0,1,8,0.0264108
256,7,0,1,8,0.0545551
512,7,0,1,8,0.0707147
1,8,0,1,8,0.0114644
2,8,0,1,8,0.0200066
3,8,0,1,8,0.0545168
4,8,0,1,8,0.0551716
5,8,0,1,8,0.0566062
7,8,0,1,8,0.0547562
8,8,0,1,8,0.0155908
16,8,0,1,8,0.0155087
32,8,0,1,8,0.0153294
64,8,0,1,8,0.0153162
128,8,0,1,8,0.0303816
256,8,0,1,8,0.0523526
512,8,0,1,8,0.070946
1,16,0,1,8,0.0110951
2,16,0,1,8,0.0200368
3,16,0,1,8,0.054474
4,16,0,1,8,0.05522
