tiling,unrolling,vectorize,omp,num_omp,ExecTime
5,16,0,1,8,0.0565818
7,16,0,1,8,0.054704
8,16,0,1,8,0.0555019
16,16,0,1,8,0.0144431
32,16,0,1,8,0.0176788
64,16,0,1,8,0.0144506
128,16,0,1,8,0.0257278
256,16,0,1,8,0.0480681
512,16,0,1,8,0.0566238
1,31,0,1,8,0.0128676
2,31,0,1,8,0.0200175
3,31,0,1,8,0.0545247
4,31,0,1,8,0.0552837
5,31,0,1,8,0.0565426
7,31,0,1,8,0.0546456
8,31,0,1,8,0.0555534
16,31,0,1,8,0.0558408
32,31,0,1,8,0.0173888
64,31,0,1,8,0.0173549
128,31,0,1,8,0.0312278
256,31,0,1,8,0.0573927
512,31,0,1,8,0.0795796
1,1,1,1,8,0.0115509
2,1,1,1,8,0.0199286
3,1,1,1,8,0.0335155
4,1,1,1,8,0.0308339
5,1,1,1,8,0.0295229
7,1,1,1,8,0.0269706
8,1,1,1,8,0.0267654
16,1,1,1,8,0.0249862
32,1,1,1,8,0.0239019
64,1,1,1,8,0.0243732
128,1,1,1,8,0.0426615
256,1,1,1,8,0.068841
512,1,1,1,8,0.0761148
1,2,1,1,8,0.0121568
2,2,1,1,8,0.0118408
3,2,1,1,8,0.0207962
4,2,1,1,8,0.0167016
5,2,1,1,8,0.0180103
7,2,1,1,8,0.016939
8,2,1,1,8,0.0160828
16,2,1,1,8,0.0157889
32,2,1,1,8,0.0157108
64,2,1,1,8,0.0156476
128,2,1,1,8,0.0285069
256,2,1,1,8,0.0524969
512,2,1,1,8,0.0806006
1,3,1,1,8,0.011012
2,3,1,1,8,0.0200378
3,3,1,1,8,0.0160226
4,3,1,1,8,0.0187594
5,3,1,1,8,0.0190084
7,3,1,1,8,0.0156907
8,3,1,1,8,0.0176591
16,3,1,1,8,0.0154409
32,3,1,1,8,0.0152055
64,3,1,1,8,0.0148114
128,3,1,1,8,0.0275286
256,3,1,1,8,0.0502611
512,3,1,1,8,0.0677598
1,4,1,1,8,0.0145126
2,4,1,1,8,0.020028
3,4,1,1,8,0.0335878
4,4,1,1,8,0.0201978
5,4,1,1,8,0.017688
7,4,1,1,8,0.0186404
8,4,1,1,8,0.0201821
16,4,1,1,8,0.0199439
32,4,1,1,8,0.0198956
64,4,1,1,8,0.0198582
128,4,1,1,8,0.0367762
256,4,1,1,8,0.0573952
512,4,1,1,8,0.098265
1,5,1,1,8,0.0120232
2,5,1,1,8,0.020034
3,5,1,1,8,0.0335348
4,5,1,1,8,0.0309601
5,5,1,1,8,0.0179055
7,5,1,1,8,0.01761
8,5,1,1,8,0.0192166
16,5,1,1,8,0.0163205
32,5,1,1,8,0.0163845
64,5,1,1,8,0.0156883
128,5,1,1,8,0.0292545
256,5,1,1,8,0.0533978
512,5,1,1,8,0.0622119
1,6,1,1,8,0.0123006
2,6,1,1,8,0.0200132
3,6,1,1,8,0.0335395
4,6,1,1,8,0.031055
5,6,1,1,8,0.0295231
7,6,1,1,8,0.0160608
8,6,1,1,8,0.016952
16,6,1,1,8,0.0162939
32,6,1,1,8,0.0147874
64,6,1,1,8,0.0148108
128,6,1,1,8,0.0265262
256,6,1,1,8,0.0472046
512,6,1,1,8,0.0759538
1,7,1,1,8,0.0113206
2,7,1,1,8,0.0199818
3,7,1,1,8,0.0337828
4,7,1,1,8,0.0309336
5,7,1,1,8,0.029626
7,7,1,1,8,0.0147898
8,7,1,1,8,0.0168434
16,7,1,1,8,0.0153449
32,7,1,1,8,0.014487
64,7,1,1,8,0.0136832
128,7,1,1,8,0.025163
256,7,1,1,8,0.0437734
512,7,1,1,8,0.0716808
1,8,1,1,8,0.0114693
2,8,1,1,8,0.0200081
3,8,1,1,8,0.0334645
4,8,1,1,8,0.0309504
5,8,1,1,8,0.0296376
7,8,1,1,8,0.0270554
8,8,1,1,8,0.0146474
16,8,1,1,8,0.0139454
32,8,1,1,8,0.0136702
64,8,1,1,8,0.0133882
128,8,1,1,8,0.0247465
256,8,1,1,8,0.0455663
512,8,1,1,8,0.074145
1,16,1,1,8,0.0110898
2,16,1,1,8,0.0200242
3,16,1,1,8,0.033678
4,16,1,1,8,0.0309548
5,16,1,1,8,0.0295577
7,16,1,1,8,0.0270889
8,16,1,1,8,0.0269674
16,16,1,1,8,0.0121024
32,16,1,1,8,0.0111022
64,16,1,1,8,0.0103234
128,16,1,1,8,0.0181284
256,16,1,1,8,0.0325321
512,16,1,1,8,0.0568101
1,31,1,1,8,0.0128647
2,31,1,1,8,0.020037
3,31,1,1,8,0.0337398
4,31,1,1,8,0.0310342
5,31,1,1,8,0.0296749
7,31,1,1,8,0.027152
8,31,1,1,8,0.0269432
16,31,1,1,8,0.0251322
32,31,1,1,8,0.0141554
64,31,1,1,8,0.013668
128,31,1,1,8,0.0244459
256,31,1,1,8,0.04502
512,31,1,1,8,0.0791008
1,1,0,1,10,0.0092762
2,1,0,1,10,0.0156887
3,1,0,1,10,0.044459
4,1,0,1,10,0.0448974
5,1,0,1,10,0.0433738
7,1,0,1,10,0.0477437
8,1,0,1,10,0.0477521
16,1,0,1,10,0.0537849
32,1,0,1,10,0.0549237
64,1,0,1,10,0.0557116
128,1,0,1,10,0.100338
256,1,0,1,10,0.0696807
512,1,0,1,10,0.0754072
1,2,0,1,10,0.00957623
2,2,0,1,10,0.0164622
3,2,0,1,10,0.0224977
4,2,0,1,10,0.0168518
5,2,0,1,10,0.0202692
7,2,0,1,10,0.0198406
8,2,0,1,10,0.0178998
16,2,0,1,10,0.0217441
32,2,0,1,10,0.0202132
64,2,0,1,10,0.0224102
128,2,0,1,10,0.0377728
256,2,0,1,10,0.0717518
512,2,0,1,10,0.0832372
1,3,0,1,10,0.0106822
2,3,0,1,10,0.015753
3,3,0,1,10,0.0153096
4,3,0,1,10,0.0216895
5,3,0,1,10,0.0207492
7,3,0,1,10,0.0176793
8,3,0,1,10,0.0217538
16,3,0,1,10,0.0187052
32,3,0,1,10,0.0187254
64,3,0,1,10,0.020157
128,3,0,1,10,0.033301
256,3,0,1,10,0.059316
512,3,0,1,10,0.0722936
1,4,0,1,10,0.0116874
2,4,0,1,10,0.0158192
3,4,0,1,10,0.0441839
4,4,0,1,10,0.0165711
5,4,0,1,10,0.0164214
7,4,0,1,10,0.0223096
8,4,0,1,10,0.0175486
16,4,0,1,10,0.019926
32,4,0,1,10,0.0199679
64,4,0,1,10,0.0199543
128,4,0,1,10,0.0372777
256,4,0,1,10,0.0700222
512,4,0,1,10,0.0602214
1,5,0,1,10,0.00932684
2,5,0,1,10,0.0156826
3,5,0,1,10,0.0441666
4,5,0,1,10,0.0449903
5,5,0,1,10,0.0134574
7,5,0,1,10,0.0192201
8,5,0,1,10,0.0219092
16,5,0,1,10,0.0166654
32,5,0,1,10,0.0172983
64,5,0,1,10,0.0175321
128,5,0,1,10,0.031463
256,5,0,1,10,0.0577752
512,5,0,1,10,0.0536667
1,6,0,1,10,0.0100006
2,6,0,1,10,0.0156849
3,6,0,1,10,0.0441608
4,6,0,1,10,0.0449917
5,6,0,1,10,0.043639
7,6,0,1,10,0.0165389
8,6,0,1,10,0.0190224
16,6,0,1,10,0.020707
32,6,0,1,10,0.0173794
64,6,0,1,10,0.017666
128,6,0,1,10,0.0312035
256,6,0,1,10,0.056321
512,6,0,1,10,0.0762106
1,7,0,1,10,0.00985061
2,7,0,1,10,0.0157042
3,7,0,1,10,0.0442146
4,7,0,1,10,0.0449163
5,7,0,1,10,0.0437021
7,7,0,1,10,0.0139051
8,7,0,1,10,0.0160354
16,7,0,1,10,0.0178362
32,7,0,1,10,0.0176945
64,7,0,1,10,0.0159814
128,7,0,1,10,0.029653
256,7,0,1,10,0.0563513
512,7,0,1,10,0.0618954
1,8,0,1,10,0.010006
2,8,0,1,10,0.0156817
3,8,0,1,10,0.0441698
4,8,0,1,10,0.0449356
5,8,0,1,10,0.0436804
7,8,0,1,10,0.048088
8,8,0,1,10,0.0135484
16,8,0,1,10,0.0152562
32,8,0,1,10,0.0151806
64,8,0,1,10,0.0154489
128,8,0,1,10,0.0286518
256,8,0,1,10,0.052392
512,8,0,1,10,0.0737939
1,16,0,1,10,0.0108676
2,16,0,1,10,0.0157304
3,16,0,1,10,0.0441574
4,16,0,1,10,0.0449527
5,16,0,1,10,0.0436825
7,16,0,1,10,0.0480759
8,16,0,1,10,0.047906
16,16,0,1,10,0.0142712
32,16,0,1,10,0.0144156
64,16,0,1,10,0.0145176
128,16,0,1,10,0.0259966
256,16,0,1,10,0.0483772
512,16,0,1,10,0.0565922
1,31,0,1,10,0.0127954
2,31,0,1,10,0.0156826
3,31,0,1,10,0.0441608
4,31,0,1,10,0.0449678
5,31,0,1,10,0.0436895
7,31,0,1,10,0.0481324
8,31,0,1,10,0.048035
16,31,0,1,10,0.0539169
32,31,0,1,10,0.017164
64,31,0,1,10,0.0174658
128,31,0,1,10,0.0334378
256,31,0,1,10,0.0604388
512,31,0,1,10,0.0794836
1,1,1,1,10,0.00927024
2,1,1,1,10,0.0156629
3,1,1,1,10,0.0271792
4,1,1,1,10,0.0251346
5,1,1,1,10,0.0227964
7,1,1,1,10,0.0239452
8,1,1,1,10,0.023327
16,1,1,1,10,0.0243626
32,1,1,1,10,0.0237147
64,1,1,1,10,0.0243827
128,1,1,1,10,0.0429387
256,1,1,1,10,0.0693938
512,1,1,1,10,0.0760643
1,2,1,1,10,0.00959087
2,2,1,1,10,0.00929589
3,2,1,1,10,0.0168486
4,2,1,1,10,0.0136082
5,2,1,1,10,0.0140202
7,2,1,1,10,0.0150663
8,2,1,1,10,0.0141032
16,2,1,1,10,0.0154144
32,2,1,1,10,0.0155209
64,2,1,1,10,0.0156229
128,2,1,1,10,0.0285313
256,2,1,1,10,0.052501
512,2,1,1,10,0.0804337
1,3,1,1,10,0.009091
2,3,1,1,10,0.015686
3,3,1,1,10,0.0129771
4,3,1,1,10,0.0152125
5,3,1,1,10,0.014333
7,3,1,1,10,0.0139678
8,3,1,1,10,0.0153958
16,3,1,1,10,0.0152254
32,3,1,1,10,0.0151691
64,3,1,1,10,0.0144258
128,3,1,1,10,0.0272562
256,3,1,1,10,0.0504028
512,3,1,1,10,0.054332
1,4,1,1,10,0.0118794
2,4,1,1,10,0.0156829
3,4,1,1,10,0.0272428
4,4,1,1,10,0.0165371
5,4,1,1,10,0.0136788
7,4,1,1,10,0.0166886
8,4,1,1,10,0.0174732
16,4,1,1,10,0.019638
32,4,1,1,10,0.0195132
64,4,1,1,10,0.019972
128,4,1,1,10,0.0369628
256,4,1,1,10,0.0614264
512,4,1,1,10,0.098442
1,5,1,1,10,0.00943828
2,5,1,1,10,0.0156402
3,5,1,1,10,0.0272
4,5,1,1,10,0.0251867
5,5,1,1,10,0.0139158
7,5,1,1,10,0.0156438
8,5,1,1,10,0.0167448
16,5,1,1,10,0.0159624
32,5,1,1,10,0.0161856
64,5,1,1,10,0.0158886
128,5,1,1,10,0.0268154
256,5,1,1,10,0.0537142
512,5,1,1,10,0.078807
1,6,1,1,10,0.0100584
2,6,1,1,10,0.0156973
3,6,1,1,10,0.027206
4,6,1,1,10,0.0251982
5,6,1,1,10,0.0228566
7,6,1,1,10,0.0140092
8,6,1,1,10,0.0148048
16,6,1,1,10,0.0160584
32,6,1,1,10,0.0147732
64,6,1,1,10,0.0147488
128,6,1,1,10,0.0263038
256,6,1,1,10,0.0492462
512,6,1,1,10,0.0557716
1,7,1,1,10,0.00982366
2,7,1,1,10,0.0156835
3,7,1,1,10,0.027358
4,7,1,1,10,0.0251848
5,7,1,1,10,0.0228649
7,7,1,1,10,0.0131832
8,7,1,1,10,0.014889
16,7,1,1,10,0.0146783
32,7,1,1,10,0.0143774
64,7,1,1,10,0.0137314
128,7,1,1,10,0.0247786
256,7,1,1,10,0.0422132
512,7,1,1,10,0.0719556
1,8,1,1,10,0.00999927
2,8,1,1,10,0.0157024
3,8,1,1,10,0.0270382
4,8,1,1,10,0.0251976
5,8,1,1,10,0.0228788
7,8,1,1,10,0.0239062
8,8,1,1,10,0.0127868
16,8,1,1,10,0.0137308
32,8,1,1,10,0.0136392
64,8,1,1,10,0.0134122
128,8,1,1,10,0.0217629
256,8,1,1,10,0.0454546
512,8,1,1,10,0.0738762
1,16,1,1,10,0.0110006
2,16,1,1,10,0.0156885
3,16,1,1,10,0.027348
4,16,1,1,10,0.025195
5,16,1,1,10,0.0228375
7,16,1,1,10,0.0239954
8,16,1,1,10,0.0234804
16,16,1,1,10,0.0120258
32,16,1,1,10,0.0110754
64,16,1,1,10,0.0103934
128,16,1,1,10,0.018308
256,16,1,1,10,0.0327928
512,16,1,1,10,0.0573845
1,31,1,1,10,0.012838
2,31,1,1,10,0.0156928
3,31,1,1,10,0.0273784
4,31,1,1,10,0.0253268
5,31,1,1,10,0.0229125
7,31,1,1,10,0.0239662
8,31,1,1,10,0.0235105
16,31,1,1,10,0.0244164
32,31,1,1,10,0.014071
64,31,1,1,10,0.0136922
128,31,1,1,10,0.02586
256,31,1,1,10,0.0442409
512,31,1,1,10,0.0805592
1,1,0,1,12,0.00951935
2,1,0,1,12,0.0132877
3,1,0,1,12,0.0368154
4,1,0,1,12,0.0380096
5,1,0,1,12,0.0390178
7,1,0,1,12,0.0363672
8,1,0,1,12,0.0408464
16,1,0,1,12,0.0418952
32,1,0,1,12,0.0533714
64,1,0,1,12,0.055622
128,1,0,1,12,0.0994456
256,1,0,1,12,0.0698962
512,1,0,1,12,0.0762182
1,2,0,1,12,0.00808463
2,2,0,1,12,0.0120716
3,2,0,1,12,0.0185568
4,2,0,1,12,0.0143399
5,2,0,1,12,0.0171263
7,2,0,1,12,0.0149658
8,2,0,1,12,0.0153958
16,2,0,1,12,0.0153404
32,2,0,1,12,0.0198937
64,2,0,1,12,0.0203868
128,2,0,1,12,0.0380783
256,2,0,1,12,0.069835
512,2,0,1,12,0.080556
1,3,0,1,12,0.00753455
2,3,0,1,12,0.0132153
3,3,0,1,12,0.0128474
4,3,0,1,12,0.0169278
5,3,0,1,12,0.018688
7,3,0,1,12,0.0133484
8,3,0,1,12,0.0175094
16,3,0,1,12,0.0144158
32,3,0,1,12,0.0180366
64,3,0,1,12,0.018118
128,3,0,1,12,0.0330756
256,3,0,1,12,0.060484
512,3,0,1,12,0.0721796
1,4,0,1,12,0.0100662
2,4,0,1,12,0.0132238
3,4,0,1,12,0.0363828
4,4,0,1,12,0.014027
5,4,0,1,12,0.0148161
7,4,0,1,12,0.0175962
8,4,0,1,12,0.0150072
16,4,0,1,12,0.0152053
32,4,0,1,12,0.0194144
64,4,0,1,12,0.0199624
128,4,0,1,12,0.0332772
256,4,0,1,12,0.0704563
512,4,0,1,12,0.0879938
1,5,0,1,12,0.00844503
2,5,0,1,12,0.0132152
3,5,0,1,12,0.0363858
4,5,0,1,12,0.0380753
5,5,0,1,12,0.0121845
7,5,0,1,12,0.0144824
8,5,0,1,12,0.0188124
16,5,0,1,12,0.0127542
32,5,0,1,12,0.0167826
64,5,0,1,12,0.0174959
128,5,0,1,12,0.031225
256,5,0,1,12,0.0543339
512,5,0,1,12,0.078528
1,6,0,1,12,0.00795102
2,6,0,1,12,0.0132083
3,6,0,1,12,0.0363806
4,6,0,1,12,0.0380416
5,6,0,1,12,0.0391294
7,6,0,1,12,0.0121955
8,6,0,1,12,0.0163877
16,6,0,1,12,0.0158644
32,6,0,1,12,0.0169382
64,6,0,1,12,0.0174543
128,6,0,1,12,0.0310506
256,6,0,1,12,0.0576788
512,6,0,1,12,0.0662447
1,7,0,1,12,0.00760889
2,7,0,1,12,0.0132176
3,7,0,1,12,0.036396
4,7,0,1,12,0.0380707
5,7,0,1,12,0.0391954
7,7,0,1,12,0.0105205
8,7,0,1,12,0.0137812
16,7,0,1,12,0.0137176
32,7,0,1,12,0.0172169
64,7,0,1,12,0.0160594
128,7,0,1,12,0.029263
256,7,0,1,12,0.0547086
512,7,0,1,12,0.0718216
1,8,0,1,12,0.00863461
2,8,0,1,12,0.0131669
3,8,0,1,12,0.0364224
4,8,0,1,12,0.0380393
5,8,0,1,12,0.0391652
7,8,0,1,12,0.0366578
8,8,0,1,12,0.0116125
16,8,0,1,12,0.0115965
32,8,0,1,12,0.0148576
64,8,0,1,12,0.0153396
128,8,0,1,12,0.0282158
256,8,0,1,12,0.0524548
512,8,0,1,12,0.0738286
1,16,0,1,12,0.00849123
2,16,0,1,12,0.013211
3,16,0,1,12,0.0363884
4,16,0,1,12,0.0380428
5,16,0,1,12,0.0391856
7,16,0,1,12,0.0366494
8,16,0,1,12,0.041248
16,16,0,1,12,0.0109014
32,16,0,1,12,0.0141738
64,16,0,1,12,0.0145074
128,16,0,1,12,0.0261535
256,16,0,1,12,0.0480586
512,16,0,1,12,0.0566784
1,31,0,1,12,0.0125376
2,31,0,1,12,0.01322
3,31,0,1,12,0.0363978
4,31,0,1,12,0.0380719
5,31,0,1,12,0.03918
7,31,0,1,12,0.03665
8,31,0,1,12,0.0411645
16,31,0,1,12,0.0420589
32,31,0,1,12,0.0168407
64,31,0,1,12,0.0173674
128,31,0,1,12,0.0313846
256,31,0,1,12,0.05758
512,31,0,1,12,0.0794933
1,1,1,1,12,0.00783577
2,1,1,1,12,0.013205
3,1,1,1,12,0.0223998
4,1,1,1,12,0.021316
5,1,1,1,12,0.0205479
7,1,1,1,12,0.0180788
8,1,1,1,12,0.020077
16,1,1,1,12,0.0188134
32,1,1,1,12,0.0232184
64,1,1,1,12,0.0244835
128,1,1,1,12,0.0425214
256,1,1,1,12,0.0691986
512,1,1,1,12,0.0763236
1,2,1,1,12,0.00805764
2,2,1,1,12,0.00779987
3,2,1,1,12,0.0139031
4,2,1,1,12,0.0115088
5,2,1,1,12,0.012582
7,2,1,1,12,0.0113714
8,2,1,1,12,0.0121081
16,2,1,1,12,0.0118908
32,2,1,1,12,0.015472
64,2,1,1,12,0.0156418
128,2,1,1,12,0.028242
256,2,1,1,12,0.052831
512,2,1,1,12,0.0808154
1,3,1,1,12,0.00750761
2,3,1,1,12,0.0132413
3,3,1,1,12,0.0106474
4,3,1,1,12,0.0130016
5,3,1,1,12,0.013267
7,3,1,1,12,0.0104769
8,3,1,1,12,0.0133346
16,3,1,1,12,0.0116586
32,3,1,1,12,0.0147627
64,3,1,1,12,0.0149671
128,3,1,1,12,0.027311
256,3,1,1,12,0.04651
512,3,1,1,12,0.072414
1,4,1,1,12,0.00990582
2,4,1,1,12,0.0132278
3,4,1,1,12,0.0224478
4,4,1,1,12,0.0138754
5,4,1,1,12,0.0122412
7,4,1,1,12,0.0125465
8,4,1,1,12,0.0150624
16,4,1,1,12,0.0149637
32,4,1,1,12,0.0192924
64,4,1,1,12,0.0199066
128,4,1,1,12,0.037168
256,4,1,1,12,0.069199
512,4,1,1,12,0.08583
1,5,1,1,12,0.00845723
2,5,1,1,12,0.01321
3,5,1,1,12,0.0224107
4,5,1,1,12,0.021385
5,5,1,1,12,0.0123304
7,5,1,1,12,0.0118634
8,5,1,1,12,0.0148175
16,5,1,1,12,0.0123858
32,5,1,1,12,0.0158734
64,5,1,1,12,0.0159183
128,5,1,1,12,0.0289828
256,5,1,1,12,0.0539058
512,5,1,1,12,0.0571143
1,6,1,1,12,0.00795221
2,6,1,1,12,0.013189
3,6,1,1,12,0.022479
4,6,1,1,12,0.0213512
5,6,1,1,12,0.0205732
7,6,1,1,12,0.0105686
8,6,1,1,12,0.0126998
16,6,1,1,12,0.0122269
32,6,1,1,12,0.0145018
64,6,1,1,12,0.0147494
128,6,1,1,12,0.0262748
256,6,1,1,12,0.0504158
512,6,1,1,12,0.0762993
1,7,1,1,12,0.00753803
2,7,1,1,12,0.0132151
3,7,1,1,12,0.0224906
4,7,1,1,12,0.0213856
5,7,1,1,12,0.0205638
7,7,1,1,12,0.00998665
8,7,1,1,12,0.0126287
16,7,1,1,12,0.011577
32,7,1,1,12,0.0140581
64,7,1,1,12,0.0137122
128,7,1,1,12,0.024778
256,7,1,1,12,0.0390362
512,7,1,1,12,0.0569149
1,8,1,1,12,0.00862794
2,8,1,1,12,0.0132119
3,8,1,1,12,0.0222999
4,8,1,1,12,0.0213719
5,8,1,1,12,0.0206509
7,8,1,1,12,0.0181172
8,8,1,1,12,0.011032
16,8,1,1,12,0.0104836
32,8,1,1,12,0.0132136
64,8,1,1,12,0.0135489
128,8,1,1,12,0.0247466
256,8,1,1,12,0.0349762
512,8,1,1,12,0.07385
1,16,1,1,12,0.00844779
2,16,1,1,12,0.0131978
3,16,1,1,12,0.0225418
4,16,1,1,12,0.0213664
5,16,1,1,12,0.020579
7,16,1,1,12,0.0197922
8,16,1,1,12,0.0202169
16,16,1,1,12,0.00917153
32,16,1,1,12,0.0116818
64,16,1,1,12,0.0103405
128,16,1,1,12,0.0195004
256,16,1,1,12,0.0322192
512,16,1,1,12,0.0591592
1,31,1,1,12,0.0132246
2,31,1,1,12,0.013218
3,31,1,1,12,0.0225508
4,31,1,1,12,0.0226384
5,31,1,1,12,0.0206397
7,31,1,1,12,0.0181566
8,31,1,1,12,0.0215618
16,31,1,1,12,0.0189312
32,31,1,1,12,0.0137187
64,31,1,1,12,0.0151699
128,31,1,1,12,0.0244936
256,31,1,1,12,0.0453434
512,31,1,1,12,0.0805447
